time_vao,time_dong,chieu,nguon,gia_vao,sl_goc,R_pip,mfe_pip,mae_pip,mfe_R,mae_R,cham10,phut10,phut_ve_entry_10,cham20,phut20,phut_ve_entry_20,cham30,phut30,phut_ve_entry_30,cham50,phut50,phut_ve_entry_50,cham80,phut80,phut_ve_entry_80,cham100,phut100,phut_ve_entry_100,cham150,phut150,phut_ve_entry_150,cham200,phut200,phut_ve_entry_200,cham300,phut300,phut_ve_entry_300,ket_cuc,lai_usd,phut_giu
2025.01.01 23:44,2025.01.02 15:34,BUY,Swing,2622.381,2619.151,32.3,286.8,7.1,8.88,0.22,1,6,-,1,14,-,1,25,-,1,59,-,1,82,-,1,104,-,1,541,-,1,635,-,0,,,TP,283.95,950
2025.01.01 23:41,2025.01.02 15:34,BUY,Swing,2622.769,2619.151,36.2,283.0,11.0,7.82,0.30,1,11,19,1,28,-,1,31,-,1,66,-,1,90,-,1,107,-,1,547,-,1,638,-,0,,,TP,283.95,953
2025.01.02 04:07,2025.01.03 01:00,BUY,LienKe,2632.387,2629.191,32.0,287.7,13.4,9.00,0.42,1,47,115,1,53,115,1,83,115,1,278,-,1,371,-,1,372,-,1,608,-,1,687,-,0,,,TP,294.65,1253
2025.01.02 04:07,2025.01.03 02:18,BUY,LienKe,2632.755,2629.191,35.6,298.3,17.0,8.37,0.48,1,47,115,1,81,115,1,84,115,1,281,361,1,371,-,1,372,-,1,608,-,1,687,-,0,,,TP,294.65,1331
2025.01.03 02:05,2025.01.03 05:52,BUY,LienKe,2656.832,2653.109,37.2,84.2,2.6,2.26,0.07,1,0,-,1,3,-,1,4,-,1,12,-,1,75,-,0,,,0,,,0,,,0,,,SL,0.00,227
2025.01.03 07:16,2025.01.03 07:22,BUY,Swing,2655.809,2652.603,32.1,2.9,21.2,0.09,0.66,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-32.06,6
2025.01.03 07:09,2025.01.03 07:22,BUY,Swing,2656.164,2652.603,35.6,8.9,24.7,0.25,0.69,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-35.61,13
2025.01.03 05:54,2025.01.03 07:22,BUY,Swing,2656.772,2652.909,38.6,34.7,30.8,0.90,0.80,1,2,36,1,6,36,1,14,36,0,,,0,,,0,,,0,,,0,,,0,,,SL,-38.63,88
2025.01.03 10:05,2025.01.03 11:16,SELL,LienKe,2655.893,2659.123,32.3,27.3,30.3,0.84,0.94,1,26,47,1,31,47,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-32.30,71
2025.01.03 10:05,2025.01.03 11:16,SELL,LienKe,2655.550,2659.123,35.7,23.8,33.7,0.67,0.94,1,28,43,1,31,43,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-35.73,71
2025.01.03 08:43,2025.01.03 13:23,BUY,LienKe,2651.815,2648.157,36.6,74.4,19.3,2.03,0.53,1,1,5,1,18,277,1,19,277,1,84,277,0,,,0,,,0,,,0,,,0,,,SL,-36.58,280
2025.01.03 08:36,2025.01.03 13:23,BUY,LienKe,2652.650,2648.157,44.9,66.1,27.6,1.47,0.61,1,25,282,1,26,282,1,30,282,1,143,282,0,,,0,,,0,,,0,,,0,,,SL,-44.93,287
